URL,Product Name,Brand,Sale Price,MRP
https://in.puma.com/in/en/pd/lafrance-rnr-basketball-shoes/312274?swatch=03,LaFrancé RNR Basketball Shoes,Puma,11999,
https://in.puma.com/in/en/pd/puma-x-ripndip-inhale-sneakers/403648?swatch=01,PUMA x RIPNDIP Inhale Sneakers,Puma,8799,10999.0
https://in.puma.com/in/en/pd/suede-moccasin-casual-sneakers/401035?swatch=02,Suede Moccasin Casual Sneakers,Puma,10999,
https://in.puma.com/in/en/pd/mostro-sneakers/403812?swatch=04,Mostro Sneakers,Puma,8249,10999.0
https://in.puma.com/in/en/pd/suede-classic-sneakers/399781?swatch=02,Suede Classic Sneakers,Puma,7999,
https://in.puma.com/in/en/pd/x--ray-airflex-womens-sneakers/399810?swatch=01,X- Ray Airflex Women's Sneakers,Puma,4999,
https://in.puma.com/in/en/pd/palermo-moda-womens-leather-sneakers/397738?swatch=02,Palermo Moda Women's Leather Sneakers,Puma,6999,
https://in.puma.com/in/en/pd/all-pro-nitro-2-basketball-shoes/312307?swatch=03,All-Pro NITRO™ 2 Basketball Shoes,Puma,11999,
https://in.puma.com/in/en/pd/palermo-elevata-womens-leather-sneakers/400461?swatch=04,Palermo Elevata Women's Leather Sneakers,Puma,7999,
https://in.puma.com/in/en/pd/softride-pegasi-knit-womens-slip-on-shoes/310651?swatch=04,Softride Pegasi Knit Women's Slip-On Shoes,Puma,4049,4499.0
https://in.puma.com/in/en/pd/palermo-moda-ethereal-womens-sneakers/403375?swatch=02,Palermo Moda Ethereal Women's Sneakers,Puma,6999,
https://in.puma.com/in/en/pd/magnify-nitro-3-high-cushion-performance-womens-running-shoes/311047?swatch=07,Magnify NITRO™ 3 High Cushion Performance Women's Running Shoes,Puma,11249,14999.0
https://in.puma.com/in/en/pd/ralph-sampson-lo-sneakers/370846?swatch=11,Ralph Sampson Lo Sneakers,Puma,3899,7499.0
https://in.puma.com/in/en/pd/cali-court-luxe-womens-sneakers/401281?swatch=01,Cali Court Luxe Women's Sneakers,Puma,5999,7999.0
https://in.puma.com/in/en/pd/accelerate-nitro-sqd-womens-high-rebound-indoor-shoes/108444?swatch=01,Accelerate NITRO SQD Women's High-Rebound Indoor Shoes,Puma,12999,
https://in.puma.com/in/en/pd/softride-seave-aquaterra-lightweight-sandal/404540?swatch=02,Softride Seave Aquaterra Lightweight Sandal,Puma,3499,
